,hhmem_size_1,hhmem_age_1,hhmem_married_1,hhmem_age_2,hh_relate_3,hhmem_age_3,hhmem_age_4,hhmem_age_5,illness_5,hhmem_age_6,illness_6,hhmem_age_7,childu18_num,child5_17_num,adultm_num,adultf_num,econstatus,yrs_grow,cocoa_wgt,fert_buy,fert_cost,fert_lqd_cost,herbicide_buy_cnt,pesticide_buy_cnt,pesticide_cost,farm_a_1,farm_yracquired_1,farm_rights_1,farm_time_1,farm_km_1,farm_reserve_1,cocoa_years_1,cocoa_lndamnt_1,cocoa_variety_1,cocoa_ages_0_5_1,cocoa_ages_6_10_1,cocoa_ages_11_19_1,cocoa_ages_20_30_1,shadetree_num_1,shadetree_calc_1_1,shadetree_label_1_1,shade_tree_tot_1_1,shade_natural_1_1,shade_planted_1_1,shadetree_calc_1_2,shadetree_label_1_2,shade_tree_tot_1_2,shade_planted_1_2,shadetree_label_1_3,shadetree_tot2_1,pesticide_app_1,pesticide_num_app_1,pesticide_area_app_1,labor_hh_1,fam_worker_prep_1_1,disease_1,disease_year_1_1,disease_location_1_1,pest_1,doc_land_cocoa_yr_1,farm_a_2,farm_yracquired_2,farm_time_2,farm_km_2,farm_reserve_2,shadetree_tot2_2,noncocoa_affecthow,noncocoa_pay,days_random_a,random_c_options,income_source,fwildlifedied_1,ffladder_elders_1,ffladder_lmb_1,ffladder_frstdpt_1,rules_violate_1,likelihood_help3,trust_nbr,trust_lmb,trust_ca,chickens,sleeprooms,toilet,today,cocoa_price_kg,farm_a_1_acres,farm_a_2_acres,cocoa_produce
1079,2,35,0,52,7,25,7,6,57,5,54,4,12,8,5,1,4,5,15,12,5,49,33,1,28,36,59,1,2,0,0,17,34,21,0,20,7,34,15,1,23,45,0,41,2,22,31,29,10,20,15,48,57,31,21,3,5,3,1,51,1,50,15,51,0,19,0,22,3,2,54,0,10,10,10,0,1,0,0,4,27,0,9,12,8,63,2,149
1080,21,36,5,50,7,15,59,52,1,0,1,12,9,5,1,2,5,5,15,0,49,49,33,47,40,60,33,0,12,22,33,18,46,21,0,0,0,2,11,6,24,43,22,0,3,11,39,0,5,14,0,0,24,55,0,1,0,5,81,52,49,54,44,51,51,20,0,2,2,1,7,0,10,10,10,0,0,2,0,2,50,10,10,29,20,91,50,148
1081,1,31,5,28,7,10,4,52,9,46,25,32,10,6,4,2,7,3,22,2,31,36,2,18,28,19,20,1,21,26,53,32,69,21,0,5,14,12,13,3,11,1,0,2,11,15,1,2,15,16,6,18,54,7,32,8,1,3,32,13,49,54,44,51,51,20,56,22,2,1,0,0,9,10,10,0,3,3,2,3,50,13,12,40,8,42,50,190
1082,1,31,5,54,7,19,13,11,1,7,25,6,9,7,3,4,6,1,31,0,31,3,24,17,7,60,60,12,12,44,53,57,34,21,34,8,0,0,15,1,23,36,20,0,2,22,25,23,10,18,15,48,57,57,0,3,3,3,60,50,49,54,44,51,51,20,22,0,3,2,7,0,6,7,8,23,4,3,3,4,50,9,9,38,54,91,50,191
1083,17,32,0,39,7,20,6,58,0,55,0,50,1,1,1,2,5,5,19,0,31,3,20,30,21,69,34,0,16,26,53,17,58,22,26,8,25,9,1,29,4,26,0,24,30,0,45,43,0,1,6,5,43,45,31,2,7,3,61,52,49,54,44,51,51,20,18,22,2,1,0,0,10,10,10,0,3,2,3,4,2,10,9,12,22,14,50,79
1084,21,23,7,31,7,6,69,52,2,33,2,18,8,5,3,2,0,1,31,12,10,49,33,47,40,60,51,3,22,34,50,58,53,21,27,21,0,0,10,19,15,5,24,41,27,9,0,1,0,11,15,48,57,29,0,9,3,4,75,52,49,54,44,51,51,20,0,10,4,3,80,52,4,5,0,14,1,3,2,2,17,12,9,47,54,91,50,305
1085,19,5,1,15,6,13,59,24,1,12,1,50,7,1,1,2,3,5,22,11,31,49,12,25,31,69,57,1,16,12,8,14,58,21,0,0,0,2,10,22,3,43,0,39,28,26,0,1,0,11,6,18,43,42,0,8,2,3,35,29,20,50,0,14,6,10,0,10,3,2,54,0,1,5,8,0,4,3,3,3,34,9,9,31,8,14,31,167
1086,11,32,5,38,16,81,71,58,0,55,0,50,0,0,1,1,5,2,31,0,49,49,30,47,40,69,37,0,16,15,53,6,34,18,0,21,25,0,10,19,15,43,22,0,29,5,38,0,0,15,15,48,57,7,21,8,1,4,59,52,20,30,43,29,51,14,0,7,4,3,7,0,1,1,1,1,1,2,1,1,1,8,0,18,54,14,31,231
1087,2,28,1,30,6,21,17,7,1,5,1,2,11,9,3,2,4,5,31,2,31,49,6,39,33,78,39,5,12,44,8,12,65,15,0,0,28,16,0,30,0,53,31,48,30,0,45,43,0,0,8,31,51,43,17,1,0,5,33,31,40,21,15,46,6,0,0,21,0,0,0,31,7,5,5,0,3,2,1,2,0,11,9,20,54,24,8,50
1088,18,18,0,30,7,9,5,52,1,55,0,50,7,5,3,1,4,3,31,0,27,3,24,30,31,53,42,5,1,33,42,8,46,21,0,0,3,0,11,2,21,26,17,0,19,14,1,2,5,14,8,5,31,28,37,1,0,5,33,34,20,39,0,36,38,13,66,22,3,2,0,0,10,10,10,0,3,2,3,2,27,10,0,23,54,84,31,89
1089,20,11,0,23,7,65,34,1,50,54,2,49,9,5,1,1,4,1,31,0,27,49,20,20,28,36,43,1,7,15,46,52,34,21,15,35,0,0,11,3,11,25,0,23,11,15,25,0,4,14,2,21,24,45,0,1,0,5,78,52,5,36,33,10,43,13,0,22,2,1,7,0,5,10,1,2,4,3,2,4,50,9,9,14,54,63,15,62
1090,2,27,5,30,6,26,4,5,5,54,58,48,12,8,1,3,5,4,13,0,31,36,33,34,28,69,37,9,15,19,53,14,58,21,0,8,28,8,12,3,11,43,0,39,11,15,39,38,18,15,3,36,43,46,0,3,1,0,4,29,49,54,44,51,51,20,56,2,3,2,0,0,10,10,10,0,3,4,2,3,50,9,9,15,8,14,50,134
1091,19,36,3,77,7,26,20,52,5,12,69,50,6,1,1,3,7,2,22,0,49,36,24,24,18,7,39,1,12,39,9,12,8,4,0,13,0,30,13,6,24,10,7,0,25,17,31,0,21,16,15,48,57,57,0,2,1,4,48,52,31,44,15,40,7,15,0,0,1,4,56,0,10,10,10,0,3,3,4,3,50,8,9,26,8,32,43,26
1092,0,24,2,88,16,81,71,58,0,55,0,50,0,0,1,0,0,4,31,0,49,49,33,47,40,75,23,1,1,33,32,14,53,21,0,0,21,25,14,6,24,43,22,0,11,15,31,15,18,17,0,0,5,42,0,8,3,3,64,52,5,16,0,36,29,16,0,0,1,4,7,0,10,10,10,0,1,0,0,0,50,9,10,22,54,21,15,11
1093,17,37,0,44,7,3,69,58,0,55,0,50,6,4,1,1,5,3,31,0,49,49,33,47,40,14,29,0,25,5,33,23,15,22,0,0,0,2,1,29,4,43,22,0,30,0,45,43,0,1,15,48,57,42,0,8,3,0,76,51,1,54,33,5,31,1,18,2,1,4,0,3,1,8,1,6,3,0,4,4,50,9,2,26,54,52,2,299
1094,11,3,0,11,16,81,71,58,0,55,0,50,0,0,1,1,7,2,31,32,24,49,28,33,33,75,46,6,36,39,53,4,53,21,0,0,3,0,0,30,0,53,31,48,30,0,45,43,0,0,2,43,38,42,0,13,1,3,35,38,49,54,44,51,51,20,0,0,0,0,0,0,10,10,10,0,3,4,1,2,7,0,9,23,54,21,50,37
1095,1,41,0,46,8,14,15,19,1,54,1,46,9,5,3,3,4,4,31,0,49,49,33,7,28,18,28,0,1,45,53,25,69,21,27,0,0,21,10,19,15,10,7,0,29,5,34,0,0,11,3,44,54,17,27,9,3,2,46,9,49,54,44,51,51,20,32,10,2,1,7,43,1,1,1,13,4,4,4,4,2,11,9,20,54,41,50,124
1096,18,9,0,22,7,34,23,13,1,55,0,50,7,0,1,1,5,1,31,0,31,49,0,30,28,52,51,0,26,33,42,58,34,21,15,35,0,0,0,30,0,53,31,48,30,0,45,43,0,0,3,31,24,46,0,8,2,0,83,52,49,54,44,51,51,20,0,10,2,1,7,52,7,10,7,18,1,4,2,4,38,9,10,21,54,82,50,246
1097,2,30,5,17,6,26,17,10,1,8,1,46,11,8,5,2,7,5,3,0,31,36,33,18,28,36,30,9,1,39,15,21,34,21,0,21,0,21,0,30,0,53,31,48,30,0,45,43,0,0,3,36,24,45,0,3,1,0,32,22,44,23,22,23,44,0,0,3,2,1,54,0,10,10,10,0,3,3,2,3,50,10,9,32,8,63,12,134
1098,1,34,0,35,3,24,13,14,1,11,1,10,6,4,5,4,6,1,22,0,19,13,33,17,31,18,25,1,20,19,20,1,62,21,0,3,0,0,11,10,16,48,27,0,17,2,34,0,15,14,15,48,57,57,0,15,0,5,49,52,49,54,44,51,51,20,0,22,2,1,54,0,10,10,10,0,2,0,0,2,50,12,4,14,8,41,50,86
1099,11,40,0,55,16,81,71,58,0,55,0,50,0,0,1,1,0,4,22,0,34,34,1,34,33,69,35,0,1,39,12,16,58,21,0,2,25,16,10,19,15,1,0,2,29,5,1,2,0,11,6,31,47,16,37,12,7,3,61,35,49,54,44,51,51,20,19,2,2,1,0,0,10,10,10,0,3,1,1,1,42,0,9,15,19,14,50,104
1100,18,27,0,27,7,45,23,1,74,55,0,50,7,1,1,1,5,2,22,29,27,49,20,17,31,53,46,9,1,33,53,4,46,21,0,0,3,0,11,19,15,43,0,39,23,4,34,32,1,14,6,27,31,41,0,8,1,0,33,38,49,54,44,51,51,20,0,0,2,1,3,34,8,10,4,1,2,3,2,3,50,8,9,21,44,84,50,302
1101,19,24,5,23,7,5,65,42,35,52,28,50,8,6,3,0,0,2,13,0,49,49,33,30,28,39,44,1,35,45,13,6,36,21,0,21,25,0,11,11,20,26,17,0,19,14,9,11,4,14,3,31,24,54,0,3,3,1,35,52,5,37,0,46,23,13,56,7,1,4,80,0,0,0,1,5,3,4,4,4,2,8,9,11,29,75,15,268
1102,19,24,5,27,4,78,69,55,2,23,2,50,8,5,1,1,5,2,31,12,38,31,2,34,21,56,38,0,12,44,35,21,51,21,8,33,7,0,12,1,23,36,20,0,11,15,34,0,15,20,3,17,31,54,0,2,7,2,3,52,40,32,15,17,38,19,0,10,1,4,7,55,1,10,1,13,3,2,4,4,35,9,9,10,54,88,8,44
1103,11,23,0,76,16,81,71,58,0,55,0,50,1,1,0,1,2,5,22,0,31,1,33,47,40,53,54,1,17,26,53,23,46,21,0,0,0,2,1,29,4,10,0,10,30,0,45,43,0,1,15,48,57,57,0,8,3,0,53,21,20,46,1,4,51,1,0,0,2,1,0,57,1,6,2,0,0,3,3,3,50,9,9,45,19,84,31,286
1104,3,42,0,52,7,31,18,16,1,12,2,43,10,5,3,5,4,0,31,0,9,0,11,47,40,18,22,0,16,15,45,44,8,21,3,0,0,0,0,30,0,53,31,48,30,0,45,43,0,0,15,48,57,57,0,11,1,1,83,52,49,54,44,51,51,20,55,22,0,0,7,52,8,10,7,30,3,3,2,4,5,10,9,22,54,41,50,168
1105,18,19,5,40,7,3,69,42,18,55,0,50,7,5,1,1,7,2,1,0,31,24,33,47,40,39,44,9,12,33,53,6,36,21,0,0,3,0,15,6,24,1,20,41,25,17,13,15,21,6,15,48,57,43,0,2,3,3,79,50,21,37,36,36,51,6,0,21,2,1,80,0,6,6,6,0,4,1,3,4,50,8,9,7,44,75,38,214
1106,18,17,5,14,7,4,11,35,1,55,0,50,6,1,1,2,5,3,29,0,19,49,33,47,40,29,42,1,1,33,27,8,69,21,18,10,23,0,12,10,16,44,22,36,19,14,41,37,26,15,15,48,57,10,21,1,0,5,43,52,49,54,44,51,51,20,22,0,4,3,7,0,7,7,7,2,4,4,2,3,27,8,10,36,8,58,50,303
1107,18,22,7,26,7,3,53,24,30,55,0,50,7,4,1,1,3,2,31,38,31,49,33,18,28,36,44,3,35,45,53,6,34,21,24,13,14,0,12,2,21,0,0,1,3,11,13,15,9,15,1,18,24,32,0,9,2,3,31,52,5,51,43,46,51,14,0,10,2,1,58,0,1,1,1,0,4,4,2,1,2,9,9,28,54,63,15,6
1108,1,22,0,40,7,14,9,7,74,11,1,43,10,6,4,2,5,4,15,35,6,49,12,30,33,53,38,1,12,47,11,13,46,17,0,0,0,2,11,18,18,16,13,0,19,14,14,16,3,14,3,17,31,57,0,3,7,4,58,52,49,54,44,51,51,20,0,2,0,0,7,75,7,7,7,16,4,3,3,3,38,9,7,24,8,84,50,26
1109,20,15,2,75,12,40,28,19,1,2,1,46,6,4,1,4,5,0,19,0,19,3,24,47,40,1,54,0,21,26,27,44,1,21,3,0,0,0,10,19,15,26,17,0,29,5,0,0,0,15,3,0,1,10,17,1,0,5,1,52,21,47,22,32,33,14,23,10,2,1,15,0,8,5,8,1,3,3,2,3,39,11,9,28,8,1,38,84
1110,17,46,0,51,7,13,10,58,0,55,0,50,0,0,4,1,3,5,22,0,31,8,33,47,40,75,60,12,12,44,37,34,62,21,13,0,0,12,1,19,15,27,0,25,30,0,45,43,0,1,6,5,48,43,0,8,1,4,31,52,49,54,44,51,51,20,27,2,3,2,0,65,1,1,1,23,4,1,4,4,50,12,9,29,8,21,50,86
1111,21,30,0,30,7,3,65,52,1,0,53,46,10,7,1,2,6,3,31,25,31,49,2,42,28,36,41,0,21,15,49,9,34,21,0,0,3,0,0,30,0,53,31,48,30,0,45,43,0,14,8,44,24,7,21,1,0,5,76,50,5,34,9,10,47,13,32,22,4,3,0,0,10,10,10,0,3,1,2,2,17,10,9,42,54,63,15,114
1112,21,35,0,60,7,32,14,12,1,12,2,12,6,0,4,3,5,5,31,0,49,49,33,47,40,14,14,1,1,33,47,39,15,17,13,0,0,0,10,19,15,48,0,43,23,4,0,0,0,11,3,0,24,57,0,3,5,4,31,52,49,54,44,51,51,20,0,13,2,1,0,75,10,10,10,13,4,2,1,1,0,11,9,13,54,52,50,60
1113,17,29,2,7,3,65,65,58,0,55,0,50,7,5,1,0,2,1,31,1,31,49,20,17,18,18,52,0,7,12,0,57,46,21,36,0,0,0,14,11,20,43,22,0,17,2,13,0,18,17,15,48,57,7,44,9,3,4,46,52,49,54,44,51,51,20,0,13,0,0,7,48,1,1,1,13,4,3,2,3,2,8,9,22,54,41,50,257
1114,3,36,1,41,6,41,47,22,1,36,1,18,8,6,7,3,5,4,31,25,1,49,5,30,31,20,39,0,1,26,53,16,62,21,0,0,21,25,12,1,23,43,22,0,17,2,15,17,15,15,0,31,48,42,0,8,3,4,22,52,49,54,44,51,51,20,0,2,3,2,7,48,1,1,1,1,3,4,4,4,5,10,9,19,54,43,50,305
1115,19,40,5,40,7,28,24,10,1,50,1,50,6,4,3,3,3,2,22,34,19,49,33,47,40,78,39,1,12,39,22,12,46,21,0,15,23,8,10,19,15,36,20,0,29,5,0,0,0,11,0,17,31,18,17,1,0,5,1,31,49,54,44,51,51,20,30,0,4,3,35,0,7,8,7,2,4,4,4,4,2,8,10,35,8,24,50,302
1116,17,33,4,62,3,6,29,58,0,55,0,50,1,1,1,2,5,5,22,0,5,36,11,1,31,87,39,0,16,15,53,61,62,10,0,8,25,12,16,25,17,16,0,15,1,23,25,0,20,19,12,41,48,46,20,3,3,1,60,52,49,54,44,51,51,20,0,21,0,0,0,0,10,10,10,0,4,2,4,2,50,10,8,10,8,38,50,26
1117,18,34,5,68,1,61,40,35,74,55,0,50,1,0,1,3,5,5,12,0,49,49,33,30,31,60,44,1,1,44,0,6,53,21,0,21,25,0,12,6,24,17,14,0,3,11,34,0,16,19,3,31,38,45,0,8,3,0,80,52,12,8,32,28,37,18,0,0,1,4,7,70,0,10,5,5,1,0,0,2,50,11,9,18,28,91,21,244
1118,22,48,3,25,7,16,11,14,1,10,1,13,1,1,6,3,5,5,15,12,31,49,28,37,34,36,59,1,1,33,32,61,34,23,0,0,0,2,10,3,11,1,2,0,29,5,31,0,0,11,3,5,24,51,0,8,7,3,83,13,36,13,15,50,6,10,0,22,0,0,7,0,10,10,10,0,3,3,0,3,50,9,9,18,8,63,48,4
1119,6,19,5,35,6,44,13,9,2,3,2,2,12,9,8,3,5,2,31,2,11,9,33,47,40,53,45,1,35,45,15,5,46,21,0,13,34,0,11,10,16,44,0,40,19,14,20,21,4,14,15,48,57,57,0,8,3,1,1,50,45,44,23,40,9,13,0,22,2,1,11,0,10,10,10,0,3,1,0,3,50,9,4,15,54,84,13,114
1120,18,61,0,72,13,79,18,36,1,55,0,50,0,0,4,2,7,3,19,0,19,47,33,47,40,39,60,12,35,33,42,12,36,15,26,38,0,1,11,6,24,17,2,2,1,23,31,15,6,14,3,17,30,29,0,15,0,5,34,52,49,54,44,51,51,20,56,2,1,4,7,49,5,0,0,14,2,2,0,3,50,13,9,3,22,75,50,214
1121,22,45,5,20,6,37,21,5,1,52,69,43,8,5,3,3,7,3,31,0,19,49,7,17,35,20,39,0,2,15,15,12,65,17,2,10,30,0,13,10,16,50,17,39,18,18,31,0,15,16,3,17,51,42,13,15,0,5,31,52,49,54,44,51,51,20,21,0,2,1,34,0,6,7,4,1,4,4,2,4,27,12,10,27,54,43,50,89
1122,14,45,5,64,9,55,44,5,6,6,1,4,3,10,1,3,6,5,25,0,49,49,33,47,40,69,40,1,15,17,49,35,50,21,0,0,0,0,10,8,27,44,23,0,29,5,29,0,0,11,15,48,57,42,0,9,3,0,76,52,45,33,22,17,47,10,0,2,4,3,7,0,10,10,10,0,3,4,0,0,22,10,10,24,42,14,13,148
1123,21,47,5,50,6,35,18,12,1,9,2,5,7,5,5,2,6,5,22,0,31,5,18,37,3,69,25,7,16,9,48,27,54,17,0,10,10,21,11,10,16,17,13,14,19,14,14,11,4,14,6,39,43,7,17,2,3,3,35,32,45,54,0,40,8,13,32,0,2,1,28,0,8,8,8,2,1,1,3,3,0,14,10,38,8,14,13,71
1124,18,6,0,15,7,55,23,1,23,55,0,50,7,1,1,1,6,4,31,32,31,49,27,23,33,39,52,3,1,26,46,57,36,21,15,35,0,0,11,3,11,19,0,18,4,25,34,0,6,5,6,31,24,28,0,3,1,3,76,44,20,51,15,43,43,5,0,3,4,3,62,0,0,10,0,13,3,4,2,2,24,8,10,15,54,75,31,306
1125,18,16,0,17,7,55,34,1,1,55,0,50,7,1,1,1,8,2,31,29,31,49,0,20,33,36,48,3,1,33,53,2,34,21,0,0,3,0,1,7,12,26,17,0,30,0,45,43,0,1,2,21,24,46,0,1,0,5,83,52,5,49,29,28,51,1,0,22,0,0,0,52,1,10,1,0,5,4,2,4,37,8,9,27,54,63,15,89
1126,3,50,0,2,12,68,58,46,1,36,69,38,8,4,3,6,0,5,31,0,49,49,33,47,40,53,60,12,1,43,45,43,46,22,0,2,2,12,10,3,11,48,27,0,28,26,13,0,0,11,15,48,57,46,0,4,3,2,64,52,36,54,9,14,42,10,0,0,3,2,7,49,1,0,5,2,3,3,0,4,50,10,9,18,54,84,48,172
1127,17,47,3,27,9,73,53,58,0,55,0,50,6,4,1,1,3,2,22,29,31,49,33,1,39,55,60,12,1,33,6,12,15,21,0,0,14,30,10,19,15,5,13,2,21,6,0,1,0,11,15,48,57,43,0,1,0,5,1,52,49,54,44,51,51,20,0,10,2,1,0,0,1,1,1,5,4,4,4,4,50,9,10,22,8,87,50,286
1128,1,48,1,51,7,2,65,2,1,50,1,46,12,8,1,1,5,3,15,2,41,49,2,30,32,78,40,1,25,6,45,10,53,13,26,5,39,0,0,30,0,53,31,48,30,0,45,43,0,0,8,12,38,46,0,8,3,2,64,52,40,35,0,43,42,0,23,22,0,0,7,0,1,0,0,5,3,1,0,3,50,9,9,48,12,24,8,41
1129,2,33,0,18,7,11,9,9,1,52,1,49,12,9,4,2,5,5,22,0,23,49,33,37,3,75,60,12,35,47,50,23,62,21,2,8,14,16,14,0,22,26,17,0,3,11,4,6,19,17,6,5,48,46,0,1,0,5,31,52,44,54,15,50,8,16,27,22,3,2,54,70,5,1,1,5,4,4,4,4,50,12,9,24,50,21,12,64
1130,9,39,5,40,6,32,14,12,1,10,1,9,11,8,6,4,2,5,31,0,49,49,33,2,33,69,47,1,0,0,53,34,8,21,0,2,9,8,11,3,11,5,0,6,11,15,1,2,9,14,1,1,5,45,0,1,0,5,76,52,49,54,44,51,51,20,0,2,2,1,7,0,10,10,10,0,4,4,0,4,5,14,10,49,54,14,50,50
1131,16,32,0,25,7,20,71,58,0,55,0,50,0,0,4,0,5,5,31,12,25,36,33,17,28,36,25,0,21,26,20,23,34,21,0,0,0,21,1,19,15,33,0,30,30,0,45,43,0,1,3,27,24,43,0,3,3,4,83,52,49,54,44,51,51,20,32,15,4,3,1,0,10,10,10,0,4,2,2,2,27,10,9,47,54,63,50,57
1132,17,46,0,46,5,24,5,58,0,55,0,50,1,1,4,0,6,0,31,0,23,49,11,1,39,7,53,9,13,9,53,33,8,21,3,0,0,0,0,30,0,53,31,48,30,0,45,43,0,0,3,17,5,57,0,2,2,4,80,52,46,36,29,14,51,0,0,0,2,1,14,0,10,10,10,0,0,1,0,1,50,9,9,27,54,32,14,191
1133,18,7,5,15,7,2,12,8,52,55,0,50,7,4,3,1,0,1,31,1,27,49,33,24,28,60,52,4,2,6,53,58,53,21,27,21,0,0,1,3,11,16,13,0,30,0,45,43,0,1,6,27,31,43,0,9,3,2,80,44,49,54,44,51,51,20,0,22,1,4,0,49,4,5,10,0,4,4,2,4,2,9,10,22,54,91,50,81
1134,19,22,5,34,7,15,10,6,74,33,25,50,6,1,3,2,7,1,21,0,23,0,2,24,4,69,60,12,12,48,50,1,36,21,0,3,0,0,14,13,14,16,13,0,4,25,37,0,25,17,3,27,30,59,49,4,3,3,40,52,49,54,44,51,51,20,59,15,4,3,7,48,1,0,8,0,2,2,0,4,50,10,9,14,8,14,50,4
1135,17,23,0,34,7,12,0,58,0,55,0,50,6,0,1,1,3,2,22,2,19,49,20,20,32,39,45,7,1,44,0,5,36,21,0,0,3,0,12,1,23,16,0,15,3,11,9,11,9,15,3,48,24,42,0,15,0,5,36,37,5,51,43,46,50,14,0,23,4,3,0,31,8,0,8,0,3,4,1,4,50,8,0,19,8,75,15,54
1136,17,41,0,46,7,4,59,58,0,55,0,50,6,4,1,1,7,3,31,25,11,47,33,17,3,1,43,6,21,26,53,7,1,17,0,0,3,0,1,29,4,0,1,0,30,0,45,43,0,14,0,27,5,1,49,1,0,5,1,40,21,42,32,28,51,13,23,0,1,4,9,49,1,1,1,13,5,4,4,4,17,13,9,10,54,1,38,319
1137,22,30,1,40,7,11,8,9,1,23,25,6,10,7,4,3,0,3,22,0,31,3,17,47,40,75,39,1,1,33,53,10,34,10,26,5,39,0,14,6,24,28,0,26,1,23,34,0,20,17,15,48,57,43,21,8,3,1,31,52,49,54,44,51,51,20,0,2,1,4,0,0,10,10,10,0,4,4,4,4,50,10,0,28,8,21,50,243
1138,17,4,5,14,6,13,53,58,0,55,0,50,1,1,3,1,5,2,1,4,31,49,33,47,40,39,46,9,22,33,0,4,36,21,15,21,10,0,0,30,0,53,31,48,30,0,45,43,0,0,15,48,57,43,0,8,3,1,32,38,20,47,16,28,0,0,0,21,2,1,0,52,6,10,7,0,1,4,0,1,50,8,9,13,8,75,31,41
1139,16,27,5,71,9,1,71,58,0,55,0,50,1,0,1,1,0,1,31,0,49,49,2,2,28,78,59,2,27,22,20,44,46,23,3,0,0,0,1,29,4,1,2,0,30,0,45,43,0,1,0,31,31,1,49,1,0,5,83,52,49,54,44,51,51,20,0,3,3,2,7,0,10,10,10,0,3,4,1,4,3,10,9,28,54,24,50,235
1140,16,25,6,39,7,55,71,58,0,55,0,50,1,1,1,1,3,2,13,0,49,49,33,47,40,14,40,0,20,35,53,4,15,21,15,10,25,0,10,1,23,26,17,0,21,6,37,36,0,11,15,48,57,11,3,8,1,0,62,52,5,46,33,34,51,10,0,15,4,3,80,48,3,10,5,0,0,4,0,0,50,10,0,2,8,52,15,302
1141,19,37,0,57,7,21,13,16,1,42,2,50,1,1,3,3,5,5,31,25,11,11,33,17,3,60,23,0,12,23,33,29,46,23,0,10,9,16,16,6,24,1,2,0,1,23,0,1,16,19,3,17,31,50,0,2,5,3,57,52,49,54,44,51,51,20,8,2,2,1,0,61,1,5,1,14,0,4,4,2,50,10,2,50,54,91,50,217
1142,10,38,1,59,9,5,69,47,74,50,1,48,13,8,4,3,6,4,31,0,19,49,17,37,23,14,47,1,15,22,53,3,15,23,0,0,0,2,10,18,18,0,1,0,29,5,31,0,0,15,15,48,57,45,0,1,0,5,82,52,21,25,22,21,51,14,0,0,4,3,54,0,10,10,10,0,3,4,1,3,50,13,1,25,54,52,38,217
1143,19,26,0,32,7,7,2,42,5,12,1,50,8,5,3,1,4,1,31,0,19,3,17,47,40,18,52,0,12,44,53,57,8,4,18,33,0,0,12,18,18,26,17,0,19,14,34,0,26,15,15,48,57,45,42,1,0,5,61,52,49,54,44,51,51,20,29,10,0,0,66,22,8,0,5,15,3,4,0,4,2,15,9,29,54,41,50,8
1144,19,43,0,53,7,32,14,2,1,52,69,50,6,4,4,1,5,5,31,0,49,1,24,47,40,39,25,0,15,19,9,27,36,18,33,0,10,12,11,18,18,26,17,0,23,4,0,0,4,16,15,48,57,31,0,3,1,0,7,52,33,22,22,33,18,15,4,15,2,1,0,7,1,1,5,0,3,0,4,1,50,10,2,20,54,75,45,101
1145,17,22,5,37,7,6,6,58,0,55,0,50,6,4,1,1,3,5,17,0,49,49,17,47,40,39,46,1,26,45,23,34,36,21,0,0,0,0,14,10,16,36,20,0,17,2,13,0,18,17,0,0,25,45,0,8,3,0,76,52,31,39,34,46,21,16,0,2,3,2,7,0,10,10,10,0,3,2,0,2,0,0,9,24,24,75,43,148
1146,11,23,4,84,16,81,71,58,0,55,0,50,1,1,0,1,4,1,31,0,49,49,33,47,40,36,49,1,26,26,10,1,34,21,0,3,0,0,0,30,0,53,31,48,30,0,45,43,0,0,15,48,57,46,0,8,2,1,83,52,49,54,44,51,51,20,0,2,4,3,0,70,1,10,4,0,3,4,2,4,37,0,10,39,54,63,50,289
1147,5,13,1,19,6,15,2,55,62,50,1,46,2,9,3,2,7,4,31,13,25,49,5,7,31,60,37,6,1,39,42,14,50,21,0,5,7,30,12,6,24,45,24,0,2,22,37,36,10,15,8,12,33,1,37,1,0,5,34,50,20,48,0,36,38,14,0,22,1,4,0,0,10,10,10,0,3,2,2,2,17,11,9,23,54,91,31,200
1148,17,7,0,15,7,23,12,58,0,55,0,50,6,0,1,1,5,1,31,29,23,11,1,2,28,36,55,0,1,43,32,33,34,14,3,0,0,0,11,6,24,48,27,0,3,11,42,40,16,14,10,5,24,7,47,8,3,0,63,52,31,48,29,28,47,13,48,7,4,3,0,34,6,5,6,0,3,2,1,2,19,9,9,17,54,63,43,6
1149,21,46,5,62,7,33,32,29,52,6,1,2,7,5,3,3,2,2,22,0,19,3,20,17,22,14,13,1,12,23,46,6,15,16,2,8,34,0,11,3,11,16,13,0,12,20,13,0,3,14,0,48,5,57,0,2,1,1,80,52,9,32,15,24,43,13,0,10,4,3,54,0,10,10,10,0,3,0,0,4,50,8,9,6,8,52,26,214
1150,16,41,0,53,7,10,71,58,0,55,0,50,0,0,1,2,5,5,13,0,41,12,33,17,3,36,43,10,15,19,45,34,34,23,2,2,24,20,13,13,14,16,13,0,3,11,25,0,18,20,3,17,24,59,49,1,0,5,71,52,45,54,0,28,42,19,0,0,0,0,7,0,8,0,0,5,0,3,0,3,50,10,9,36,10,63,13,182
1151,18,36,0,42,7,16,14,16,1,55,0,50,0,0,5,1,8,4,7,0,49,49,33,47,40,36,60,12,12,33,45,13,34,23,0,0,0,2,0,30,0,53,31,48,30,0,45,43,0,0,3,17,24,57,0,9,3,2,63,52,31,31,15,36,42,0,0,2,2,1,7,9,1,0,0,5,3,4,0,4,50,8,9,22,21,63,43,183
