,hhmem_size_1,hhmem_age_1,hhmem_married_1,hhmem_age_2,hh_relate_3,hhmem_age_3,hhmem_age_4,hhmem_age_5,illness_5,hhmem_age_6,illness_6,hhmem_age_7,childu18_num,child5_17_num,adultm_num,adultf_num,econstatus,yrs_grow,cocoa_wgt,fert_buy,fert_cost,fert_lqd_cost,herbicide_buy_cnt,pesticide_buy_cnt,pesticide_cost,farm_a_1,farm_yracquired_1,farm_rights_1,farm_time_1,farm_km_1,farm_reserve_1,cocoa_years_1,cocoa_lndamnt_1,cocoa_variety_1,cocoa_ages_0_5_1,cocoa_ages_6_10_1,cocoa_ages_11_19_1,cocoa_ages_20_30_1,shadetree_num_1,shadetree_calc_1_1,shadetree_label_1_1,shade_tree_tot_1_1,shade_natural_1_1,shade_planted_1_1,shadetree_calc_1_2,shadetree_label_1_2,shade_tree_tot_1_2,shade_planted_1_2,shadetree_label_1_3,shadetree_tot2_1,pesticide_app_1,pesticide_num_app_1,pesticide_area_app_1,labor_hh_1,fam_worker_prep_1_1,disease_1,disease_year_1_1,disease_location_1_1,pest_1,doc_land_cocoa_yr_1,farm_a_2,farm_yracquired_2,farm_time_2,farm_km_2,farm_reserve_2,shadetree_tot2_2,noncocoa_affecthow,noncocoa_pay,days_random_a,random_c_options,income_source,fwildlifedied_1,ffladder_elders_1,ffladder_lmb_1,ffladder_frstdpt_1,rules_violate_1,likelihood_help3,trust_nbr,trust_lmb,trust_ca,chickens,sleeprooms,toilet,today,cocoa_price_kg,farm_a_1_acres,farm_a_2_acres,cocoa_produce
368,6,30,5,37,6,35,19,15,1,11,64,8,12,8,5,4,6,5,3,30,31,36,2,47,40,18,23,9,2,6,53,29,21,21,0,2,14,9,0,30,0,53,31,48,30,0,45,43,0,0,15,48,57,42,0,3,1,3,33,52,49,54,44,51,51,20,0,22,2,1,0,0,10,10,10,0,3,3,2,3,44,15,9,22,8,41,50,256
369,21,36,0,39,7,17,7,8,1,3,1,48,9,7,3,3,4,4,29,13,31,5,28,2,28,69,43,7,16,33,53,7,58,12,0,0,3,0,14,1,23,16,0,15,2,22,13,15,10,3,9,18,43,42,0,11,3,2,35,35,38,27,16,28,51,3,0,21,3,2,0,34,1,10,2,19,4,3,1,4,50,10,9,21,46,14,7,79
370,1,31,5,35,7,15,10,7,1,6,1,3,9,7,3,3,6,4,22,2,31,36,2,7,28,60,36,7,16,33,22,15,53,21,2,13,21,8,11,3,11,43,0,39,18,18,31,29,24,14,6,5,38,7,12,3,1,0,33,28,46,37,0,43,20,13,39,3,3,2,7,0,10,10,10,0,3,3,2,3,9,11,9,21,8,91,14,286
371,1,54,1,46,6,38,15,12,1,8,1,6,9,7,5,2,2,4,22,0,0,0,20,34,28,69,34,9,16,39,53,15,58,12,0,0,0,2,11,1,23,16,0,15,2,22,31,29,10,14,6,45,43,45,0,8,3,3,35,26,46,27,23,40,51,13,0,0,2,1,0,34,8,10,4,0,0,3,3,3,50,9,10,21,8,14,14,71
372,21,36,0,34,7,19,15,5,1,54,29,46,8,5,3,2,5,4,31,0,31,5,24,37,31,75,36,7,16,26,33,15,62,21,0,0,7,37,13,6,24,48,27,0,3,11,13,15,16,16,8,12,48,7,37,1,0,5,9,28,31,51,0,36,38,15,33,21,3,2,0,0,10,10,10,0,3,1,3,2,27,10,9,22,54,21,43,152
373,18,30,5,30,7,2,59,35,5,55,0,50,7,4,1,1,5,1,15,5,31,36,33,20,28,53,49,9,12,47,53,1,46,21,15,35,0,0,10,3,11,43,0,39,18,18,1,2,0,15,6,5,31,43,0,3,1,0,4,41,21,42,28,23,51,14,39,25,0,0,0,0,10,10,10,0,3,3,2,1,17,8,12,21,8,84,38,150
374,6,29,1,29,6,15,9,7,1,3,1,49,2,8,4,3,5,5,22,2,25,49,2,29,28,60,21,1,7,26,22,27,53,21,23,0,0,0,1,29,4,43,22,0,30,0,45,43,0,1,2,5,38,42,0,8,3,0,53,17,44,35,9,28,25,1,0,0,0,0,7,49,8,0,0,0,4,3,1,3,11,2,9,14,8,91,12,3
375,17,31,6,25,7,13,53,58,0,55,0,50,1,1,1,2,8,5,13,29,31,36,33,2,28,53,29,10,16,33,53,23,46,21,26,13,25,5,0,30,0,53,31,48,30,0,45,43,0,0,2,5,31,43,0,3,1,0,32,52,49,54,44,51,51,20,55,2,3,2,0,0,10,10,10,0,3,4,4,4,50,9,9,14,8,84,50,95
376,18,8,0,15,12,16,23,0,1,55,0,50,6,0,3,1,5,5,1,21,24,1,12,20,28,36,51,1,20,17,53,18,34,21,0,2,0,39,0,30,0,53,31,48,30,0,45,43,0,0,2,48,24,42,0,1,0,5,31,46,5,44,28,17,51,0,0,0,2,1,80,34,8,10,10,0,4,3,2,3,50,8,9,14,8,63,15,182
377,16,8,0,20,7,1,71,58,0,55,0,50,1,0,1,1,4,5,22,13,24,36,33,47,40,53,54,1,1,33,53,34,46,18,4,14,4,0,11,22,3,16,0,15,28,26,13,15,4,15,10,48,31,42,0,1,0,5,40,12,20,48,28,46,51,14,55,2,3,2,0,31,8,2,2,0,4,3,3,2,50,0,9,14,8,84,31,172
378,20,31,1,16,6,13,7,55,1,52,1,43,8,6,3,2,2,5,31,13,19,28,33,41,28,75,31,8,35,44,33,20,58,21,0,0,25,21,12,6,24,36,0,32,7,16,25,15,16,15,2,43,43,7,33,4,3,0,4,23,49,54,44,51,51,20,66,10,3,2,0,0,5,6,9,0,3,3,2,2,2,10,9,14,54,21,50,152
379,18,25,0,32,7,8,2,35,1,55,0,50,7,4,1,2,5,5,22,0,31,36,33,47,40,78,43,9,15,19,53,23,65,12,0,0,22,24,1,29,4,48,27,0,30,0,45,43,0,16,15,48,57,1,49,8,3,0,40,34,31,45,15,46,51,15,47,0,3,2,80,43,7,0,2,1,4,3,3,3,50,9,9,14,8,24,43,177
380,20,33,0,14,7,7,5,2,2,52,2,46,9,7,1,2,4,5,12,13,31,49,5,34,28,18,55,11,25,4,50,31,21,21,0,0,0,0,1,3,11,14,0,14,30,0,45,43,0,1,8,21,12,46,0,8,3,0,78,33,20,48,32,14,47,1,0,0,3,2,80,49,9,7,7,0,4,1,3,3,2,0,0,3,8,41,31,302
381,2,27,1,18,6,21,9,4,1,54,1,46,12,6,3,2,5,4,26,2,23,49,27,2,28,60,35,11,22,26,49,16,53,21,23,0,0,43,10,3,11,1,0,2,23,4,14,16,0,11,9,22,38,46,0,8,3,0,58,27,1,54,29,28,47,10,55,22,2,1,0,0,8,6,8,0,1,3,3,2,17,9,0,4,8,91,2,71
382,22,26,8,34,7,10,3,17,1,11,1,9,8,6,5,3,5,3,3,22,23,49,2,30,26,53,39,5,12,45,33,12,46,23,2,5,37,0,0,30,0,53,31,48,30,0,45,43,0,0,6,31,31,57,0,3,5,3,74,32,1,51,0,40,51,0,0,22,3,2,80,0,10,10,10,0,4,4,4,4,50,13,9,3,8,84,2,26
383,19,25,0,42,7,10,6,2,74,33,1,50,7,4,1,2,4,3,15,34,31,49,24,7,30,36,41,9,16,27,53,9,34,21,0,3,0,0,0,30,0,53,31,48,30,0,45,43,0,0,0,44,24,46,0,8,2,2,74,33,1,47,43,43,51,0,55,7,3,2,80,0,8,8,1,0,3,1,0,1,50,8,9,2,8,63,2,34
384,19,30,8,35,7,13,9,5,1,33,1,50,7,4,4,1,7,1,22,0,31,6,12,17,28,7,49,2,16,12,33,1,8,23,15,35,0,0,1,10,16,43,0,39,30,0,45,43,0,1,0,17,5,46,0,14,0,5,85,52,49,54,44,51,51,20,55,3,3,2,80,0,10,10,10,0,3,3,4,3,50,9,9,3,8,32,50,214
385,19,33,1,39,7,4,2,11,1,15,1,50,6,4,3,2,4,1,3,0,23,49,33,47,40,7,52,11,1,33,33,57,8,23,0,3,0,0,0,30,0,53,31,48,30,0,45,43,0,0,15,48,57,46,0,14,0,5,85,44,49,54,44,51,51,20,0,0,3,2,80,0,10,10,10,0,6,3,2,3,50,9,3,2,8,32,50,2
386,19,23,1,25,7,6,3,55,1,23,1,50,8,5,1,1,4,3,22,13,10,49,33,24,28,36,42,9,1,39,53,8,34,21,0,0,3,0,10,3,11,50,0,45,29,5,25,0,0,11,0,27,24,46,0,9,2,0,83,34,31,54,16,14,51,10,55,10,4,3,0,48,8,5,8,0,3,1,1,2,50,0,10,3,50,63,43,180
387,1,52,1,41,6,46,41,34,2,8,1,8,9,7,5,3,7,5,31,13,10,49,20,30,28,60,20,7,1,33,22,32,53,23,8,2,7,1,10,0,22,10,2,4,3,11,14,0,0,11,15,48,57,39,30,1,0,5,83,15,15,54,5,43,13,10,0,22,2,1,7,0,10,10,10,0,3,3,3,2,50,10,8,2,54,91,24,50
388,18,36,0,25,7,10,7,8,2,55,0,50,6,4,3,3,5,3,31,2,23,49,33,2,33,69,29,9,21,33,15,20,58,23,0,0,10,31,10,3,11,10,22,2,7,16,0,0,0,11,1,36,31,33,21,6,3,0,45,21,20,22,16,28,31,10,26,0,0,0,58,58,5,6,5,2,4,2,2,2,9,9,8,3,54,14,31,152
389,19,19,5,23,7,4,3,55,1,33,35,50,8,5,1,1,8,1,3,24,26,33,2,16,28,24,51,1,15,7,10,58,25,23,18,33,0,0,1,18,18,1,2,0,30,0,45,43,0,1,6,34,17,29,6,1,0,5,1,46,49,54,44,51,51,20,39,22,4,3,0,48,3,3,3,14,3,3,2,3,38,13,12,4,8,47,50,263
390,4,33,1,39,6,41,18,8,1,6,9,5,13,10,3,3,3,5,31,0,23,49,30,42,30,18,51,8,7,12,49,32,21,21,0,0,25,8,1,22,3,10,24,47,30,0,45,43,0,1,3,5,12,39,37,8,3,0,48,13,49,54,44,51,51,20,36,22,1,4,0,20,6,7,4,0,3,3,3,3,17,10,10,4,54,41,50,152
391,16,32,0,17,7,11,71,58,0,55,0,50,0,0,3,1,3,5,31,26,31,24,33,47,40,69,29,9,7,12,33,23,53,23,0,0,0,0,1,22,3,43,1,32,30,0,45,43,0,1,6,11,38,5,21,9,3,3,6,21,49,54,44,51,51,20,36,15,4,3,0,6,7,5,5,18,0,3,3,3,17,9,10,3,54,14,50,246
392,6,42,1,46,6,44,42,14,1,11,1,9,13,10,5,4,7,3,22,13,24,49,18,25,33,45,25,9,1,0,10,10,42,23,0,8,39,0,10,10,16,43,0,39,19,14,14,16,0,11,6,34,28,51,0,14,0,5,31,34,5,15,1,10,8,10,64,13,4,3,54,0,3,4,5,5,3,4,3,4,17,11,9,4,8,68,15,245
393,17,8,0,16,7,45,23,58,0,55,0,50,6,1,1,1,3,1,15,12,13,29,30,24,28,36,52,9,22,26,42,57,34,21,0,3,0,0,11,21,5,43,0,39,23,4,25,15,4,14,10,14,24,40,0,8,1,0,32,44,5,49,23,36,38,13,0,3,3,2,7,49,5,5,1,13,4,4,4,4,50,8,9,4,8,63,15,104
394,18,57,3,15,7,9,5,35,2,55,0,50,7,4,0,3,3,5,31,2,25,49,33,24,28,53,29,0,7,12,42,23,46,21,0,0,0,2,0,30,0,53,31,48,30,0,45,43,0,0,6,45,31,42,8,12,3,3,57,52,40,32,1,14,38,0,0,22,1,4,7,0,7,6,6,0,3,2,2,2,50,10,9,35,54,84,8,89
395,22,19,5,22,6,16,13,5,1,2,1,36,8,6,4,2,7,2,22,22,31,36,5,18,28,55,44,9,17,33,53,6,50,21,0,0,3,0,14,0,22,1,0,2,3,11,1,2,16,17,8,5,33,42,0,1,0,5,32,36,21,45,1,14,51,16,40,22,1,4,0,0,10,10,10,0,3,3,2,3,27,11,12,34,8,87,38,181
396,20,57,5,35,7,10,9,10,1,8,1,5,8,6,6,1,7,5,22,26,31,36,29,35,28,75,29,9,35,39,53,23,62,21,2,8,25,8,0,30,0,53,31,48,30,0,45,43,0,0,9,22,48,42,0,1,0,5,32,21,45,25,0,28,31,0,0,22,2,1,0,0,10,10,10,0,3,3,2,3,50,15,9,35,8,21,13,5
397,19,24,0,25,7,2,65,42,1,12,1,50,8,5,1,1,3,2,22,0,21,49,33,47,40,39,54,9,35,17,53,6,36,21,0,0,3,0,12,0,22,45,0,41,11,15,34,32,3,15,6,39,25,42,0,1,0,5,43,43,1,44,43,17,51,14,0,22,3,2,0,34,1,5,8,1,3,3,2,3,17,8,9,35,8,75,2,172
398,22,38,0,38,7,18,15,9,1,3,45,15,6,4,6,3,6,5,22,26,23,49,33,38,28,83,29,9,16,26,53,23,65,21,0,0,0,2,10,3,11,17,0,16,29,5,14,16,0,11,10,33,15,42,0,8,3,2,42,21,9,32,23,28,51,10,0,22,3,2,0,34,1,2,5,1,2,3,3,3,23,12,9,35,8,28,26,269
399,18,5,2,46,3,4,2,47,1,55,0,50,7,5,1,1,3,3,30,6,36,49,24,20,28,69,50,1,1,39,53,25,58,21,2,2,0,0,12,0,22,16,0,15,3,11,44,42,16,15,13,21,43,42,4,1,0,5,42,19,5,43,0,40,51,14,0,21,0,0,0,0,10,10,10,0,4,3,2,3,50,11,9,34,8,14,15,227
400,20,28,5,28,14,68,59,4,52,50,3,12,8,5,1,2,7,2,22,0,49,49,33,47,40,36,47,0,12,12,47,3,34,21,0,0,3,0,10,19,15,17,2,2,29,5,25,0,0,15,15,48,57,46,0,1,0,5,1,52,9,40,15,14,44,14,56,2,2,1,0,0,8,9,7,0,4,4,4,4,26,12,9,6,50,63,26,182
401,18,32,5,30,7,6,44,13,32,55,0,50,7,4,1,1,5,2,15,1,23,49,20,47,40,36,45,1,22,33,50,5,34,21,2,13,28,0,13,11,20,1,2,0,18,18,1,0,15,3,15,48,57,31,0,2,2,3,56,52,21,38,43,46,37,3,0,22,3,2,15,43,7,1,5,5,3,1,2,1,46,0,9,6,8,63,38,148
402,17,26,5,34,7,23,23,58,0,55,0,50,6,0,1,1,0,4,19,0,25,1,33,47,40,9,37,1,1,12,48,14,10,21,0,0,0,2,1,10,16,48,0,43,30,0,39,38,0,15,15,48,57,46,28,3,3,0,56,52,20,30,43,40,48,14,18,0,1,4,7,49,5,8,8,5,3,4,2,0,50,9,1,6,8,34,31,148
403,18,30,5,19,7,2,53,0,1,55,0,50,7,4,1,1,5,3,26,0,21,22,33,47,40,75,40,1,1,12,12,10,53,21,26,2,40,0,17,6,24,33,19,0,25,17,1,0,21,20,15,48,57,1,0,2,3,2,80,52,9,54,22,43,44,19,32,0,2,1,7,48,8,7,6,0,3,3,1,1,17,8,9,6,52,21,26,16
404,11,55,0,73,16,81,71,58,0,55,0,50,0,0,1,1,3,5,12,0,49,49,33,47,40,39,18,10,16,12,47,35,34,21,26,0,0,0,12,10,16,4,25,40,17,2,25,23,15,6,15,48,57,16,38,3,3,1,7,51,31,11,23,28,44,6,65,0,3,2,0,48,6,4,3,13,3,2,2,3,50,13,9,7,8,75,43,3
405,17,42,0,55,7,10,2,58,0,55,0,50,1,1,3,1,5,2,31,0,11,25,9,12,16,60,46,0,12,39,48,4,36,18,0,10,37,0,3,25,17,43,0,39,1,23,9,0,20,7,0,31,24,56,0,3,3,3,17,52,36,46,14,29,13,7,26,2,4,3,7,48,5,5,4,14,3,3,4,3,0,14,10,6,54,91,48,126
406,19,51,5,52,7,19,10,13,2,1,1,50,6,0,3,2,6,4,15,0,49,19,33,17,3,69,31,10,21,12,32,13,34,17,0,0,0,2,12,6,24,18,15,0,1,23,42,0,15,19,15,48,57,55,36,1,0,5,80,50,40,26,0,28,44,18,5,0,0,0,0,48,9,8,9,5,3,1,2,2,50,10,9,6,8,14,8,267
407,18,18,0,22,7,7,4,47,2,55,0,50,7,5,3,1,4,4,13,0,49,49,33,1,33,3,52,10,16,43,12,13,4,21,0,0,24,42,1,10,16,0,1,1,30,0,45,43,0,16,3,0,50,32,26,2,3,3,61,52,2,43,9,10,8,15,0,22,1,4,7,0,8,5,1,21,3,3,3,3,46,10,9,6,23,4,3,148
408,20,31,5,34,1,56,18,52,1,12,54,1,7,1,1,3,5,2,15,0,49,49,33,47,40,60,42,10,13,12,28,5,36,17,0,0,3,0,12,1,23,43,20,1,18,18,25,23,15,15,15,48,57,1,0,8,3,2,58,52,45,35,23,14,28,14,0,22,0,0,12,34,8,10,2,0,3,1,1,1,38,8,8,22,8,91,13,182
409,19,23,5,23,10,68,31,5,51,12,2,50,6,1,1,3,6,5,15,0,49,49,15,47,40,36,29,0,28,33,27,23,34,21,0,5,25,14,10,19,15,43,0,39,29,5,0,0,0,11,15,48,57,17,17,2,6,1,31,21,1,22,0,36,25,10,33,0,1,4,7,0,8,10,7,2,3,1,2,1,50,9,9,22,8,63,2,267
410,18,29,5,68,6,29,69,13,50,55,0,50,6,1,1,2,7,2,31,0,31,11,33,17,35,55,45,1,1,26,14,5,36,21,0,0,3,0,13,1,23,0,0,1,2,22,13,15,16,16,6,17,25,46,0,8,3,3,34,52,5,49,23,14,12,15,22,11,3,2,17,42,5,7,6,14,3,2,2,3,0,9,9,21,54,87,15,83
411,18,40,5,40,15,6,11,13,5,55,0,50,6,1,3,1,0,5,1,0,49,49,17,17,31,53,5,1,22,12,33,49,46,17,2,0,0,39,11,18,18,50,27,1,19,14,31,29,4,15,15,48,57,46,10,1,0,5,1,52,9,13,9,14,27,14,0,21,1,4,54,48,5,5,6,1,3,1,1,2,50,8,8,21,8,84,26,3
412,18,38,5,53,7,21,34,13,2,55,0,50,6,0,1,2,2,3,26,0,49,49,33,47,40,60,59,10,1,39,34,12,53,21,2,0,0,39,10,10,16,27,0,25,19,14,1,2,0,11,15,48,57,57,0,2,2,4,58,51,49,54,44,51,51,20,32,23,0,0,71,48,9,9,8,0,3,4,4,4,50,10,3,21,8,91,50,16
413,19,22,0,35,7,7,4,52,2,23,2,50,8,5,1,2,5,0,31,2,26,37,5,20,28,36,52,9,21,39,48,57,34,18,27,21,0,0,0,30,0,53,31,48,30,0,45,43,0,0,2,21,24,42,27,8,3,1,31,44,5,54,23,14,38,0,46,2,0,0,7,43,6,6,6,0,4,2,2,2,50,9,9,17,54,63,15,246
414,1,8,0,33,7,16,10,10,1,8,69,7,10,8,6,2,5,4,15,0,31,49,2,24,3,77,44,5,1,26,41,14,58,21,0,8,18,17,16,25,17,0,0,1,1,23,31,29,20,19,3,36,43,46,0,1,0,5,1,29,49,54,44,51,51,20,28,15,2,1,7,49,1,1,9,5,4,4,4,3,17,10,9,18,8,23,50,79
415,18,48,3,84,9,4,7,7,1,55,0,50,8,6,0,2,6,5,15,0,31,19,33,47,40,55,20,7,12,45,50,32,46,21,0,0,0,0,16,6,24,43,22,0,25,17,25,23,21,19,15,48,57,1,49,1,0,5,1,52,1,54,23,14,6,18,18,15,4,3,15,42,1,1,1,4,3,2,3,3,34,11,9,17,50,87,2,64
416,3,47,0,62,7,40,13,12,1,4,1,46,11,7,3,3,6,5,15,29,31,36,24,30,20,77,30,9,12,45,50,21,54,21,15,10,0,21,4,6,24,37,18,2,1,23,14,16,20,6,15,48,57,57,0,2,1,4,1,22,45,25,15,44,44,6,17,22,4,3,58,52,7,8,7,3,1,2,3,3,2,15,9,17,50,23,13,177
417,6,21,1,73,6,28,24,9,1,4,1,4,2,10,4,3,5,5,19,0,31,49,33,47,40,80,49,1,1,45,8,34,53,21,13,8,21,1,11,19,15,1,0,2,27,9,14,16,4,14,15,48,57,43,0,2,1,3,1,12,5,42,0,46,0,13,0,2,4,3,12,49,2,3,1,26,0,2,4,4,0,11,9,17,50,26,15,122
418,21,60,1,57,6,32,24,14,1,18,1,7,1,1,7,2,5,5,15,38,49,49,33,7,31,60,29,9,12,39,48,23,53,17,0,0,0,0,13,10,16,1,0,2,18,18,34,32,15,17,6,17,38,42,0,8,7,4,53,52,44,42,28,48,0,16,0,0,1,4,0,0,1,1,1,16,4,3,3,3,0,11,9,17,8,91,12,163
419,17,30,3,25,7,2,5,58,0,55,0,50,6,4,1,1,6,5,12,0,19,3,11,30,20,60,44,1,1,45,50,23,53,21,13,8,2,21,1,29,4,48,27,0,30,0,45,43,0,15,0,31,38,1,49,1,0,5,1,52,31,36,0,44,47,14,9,21,3,2,54,49,3,2,1,5,3,0,0,2,27,9,9,17,50,91,43,287
420,21,38,3,38,8,31,5,5,2,3,1,48,9,7,1,2,1,5,15,0,19,49,33,47,40,78,60,12,12,45,52,23,53,21,0,5,10,25,13,1,23,43,0,39,2,22,1,2,18,16,15,48,57,46,0,2,2,4,58,19,49,54,44,51,51,20,18,2,3,2,15,49,5,5,1,5,4,0,4,4,17,11,9,18,50,24,50,117
421,19,19,5,21,7,2,65,42,1,0,34,50,8,5,1,1,5,3,15,0,31,19,33,1,31,55,60,12,12,45,50,10,36,17,0,0,3,0,13,6,24,36,20,0,1,23,37,32,10,16,15,48,57,57,0,2,1,3,1,49,5,54,10,48,50,15,17,15,1,4,46,52,1,1,1,22,3,2,3,4,6,0,9,17,50,87,15,95
422,22,34,0,32,7,17,11,7,1,4,1,49,9,6,4,1,3,5,15,0,19,36,33,47,40,60,60,12,1,45,50,17,53,21,8,8,14,14,13,10,16,37,7,20,18,18,0,0,15,16,6,31,24,32,0,2,1,3,31,52,49,54,44,51,51,20,56,2,2,1,0,55,1,1,1,6,3,2,3,2,50,10,10,17,8,91,50,26
423,19,21,0,19,6,65,53,1,2,2,1,50,8,5,1,1,2,3,22,0,31,21,33,30,34,53,39,9,12,17,8,12,46,21,0,8,9,25,1,19,15,17,0,16,30,0,45,43,0,11,0,17,31,1,49,1,0,5,1,31,36,37,22,18,0,10,9,12,1,4,0,52,4,4,1,14,0,2,4,4,17,9,0,17,8,84,48,95
424,19,48,5,49,7,7,4,10,1,13,1,50,7,5,3,3,7,5,15,0,49,0,33,47,40,75,22,7,15,45,19,28,62,21,0,0,0,16,14,25,17,16,13,0,1,23,13,15,20,17,0,17,24,57,0,1,0,5,1,52,45,54,33,19,4,16,27,2,1,4,7,64,1,5,9,5,4,4,4,2,50,8,10,17,8,21,13,34
425,18,52,0,19,7,16,3,52,1,55,0,50,6,4,3,1,4,5,22,0,31,49,33,47,40,53,29,1,1,33,47,23,46,17,0,0,9,34,0,30,0,53,31,48,30,0,45,43,0,11,15,48,57,1,49,2,5,4,1,52,21,22,0,36,44,10,26,2,2,1,0,52,3,3,1,5,0,4,3,4,50,11,0,18,8,84,38,112
426,22,29,5,25,7,13,11,12,1,9,65,7,8,6,1,6,4,3,15,0,19,45,33,47,40,36,60,12,16,33,32,12,34,21,0,0,0,2,13,6,24,17,14,0,11,15,26,24,18,16,15,48,57,46,0,2,3,4,31,52,49,54,44,51,51,20,18,21,1,4,0,0,1,1,6,5,4,4,4,4,6,8,9,17,8,63,50,243
427,21,15,0,27,7,2,59,57,1,46,2,7,10,7,1,2,3,1,15,0,19,24,33,47,40,53,60,12,16,26,32,58,15,17,18,33,0,0,11,19,15,1,0,2,27,9,0,0,4,14,6,17,5,26,0,2,1,3,80,52,49,54,44,51,51,20,4,21,0,0,34,49,3,3,1,5,5,4,4,4,2,11,9,17,8,84,50,268
428,16,19,3,76,7,55,71,58,0,55,0,50,6,4,0,1,8,3,29,0,31,7,5,47,40,7,39,0,12,22,42,12,8,4,0,13,0,30,15,6,24,36,20,0,1,23,31,0,20,18,15,48,57,59,17,8,4,4,49,37,49,54,44,51,51,20,0,2,0,0,7,0,10,10,10,0,4,0,1,4,50,0,9,7,27,32,50,148
429,18,34,3,80,7,26,65,52,54,55,0,50,6,4,1,2,8,5,12,0,0,11,33,47,40,69,52,0,20,25,53,23,58,21,28,0,0,16,1,19,15,5,13,2,30,0,45,43,0,11,15,48,57,24,0,2,7,1,31,27,40,45,28,26,0,10,0,2,2,1,7,48,1,1,1,0,5,3,4,4,9,10,6,7,44,14,8,214
430,17,42,3,4,9,78,59,58,0,55,0,50,7,5,0,1,5,1,22,12,1,32,33,47,40,69,60,12,15,45,36,1,46,21,0,3,0,0,15,1,23,0,0,1,2,22,25,23,22,18,15,48,57,57,26,3,1,2,85,52,49,54,44,51,51,20,0,0,1,4,0,0,10,10,10,0,4,1,1,3,50,0,5,7,8,14,50,183
431,16,45,3,4,15,73,71,58,0,55,0,50,6,4,0,1,5,4,22,32,3,40,33,17,28,75,36,1,12,39,36,15,53,21,26,5,14,21,12,13,14,45,13,32,14,10,13,15,7,15,15,48,57,43,21,8,1,3,31,52,49,54,44,51,51,20,0,15,1,4,0,0,10,10,10,0,3,2,4,4,50,9,4,7,8,21,50,150
432,19,64,4,35,9,4,11,55,2,41,54,50,6,4,0,4,9,5,22,0,6,15,33,37,6,18,19,0,16,26,36,39,21,21,26,10,10,16,15,6,24,43,22,0,25,17,13,0,21,18,3,39,12,43,12,1,0,5,1,31,49,54,44,51,51,20,56,21,0,0,0,0,10,10,10,0,3,2,2,2,50,1,1,8,8,41,50,64
433,19,18,0,28,7,6,4,55,1,0,69,50,8,5,1,1,5,3,26,0,49,49,17,47,40,36,36,0,35,33,53,12,34,21,12,10,36,0,15,2,21,0,0,1,3,11,13,15,6,18,3,27,24,2,18,2,7,3,28,52,5,37,44,51,51,17,32,12,3,2,7,48,1,1,1,13,3,3,3,4,2,8,5,7,50,63,15,4
434,19,40,0,46,7,15,10,8,1,52,2,50,6,4,3,3,5,4,22,0,9,49,33,47,40,39,20,0,20,45,53,32,36,21,2,0,0,39,10,19,15,17,0,16,29,5,42,0,0,14,3,31,24,54,0,2,7,4,3,52,20,26,15,17,51,13,37,0,2,1,0,48,5,5,1,0,4,3,4,4,50,12,4,8,8,75,31,42
435,17,37,0,43,7,6,14,58,0,55,0,50,1,1,3,1,5,4,22,13,11,49,33,47,40,33,25,0,1,43,53,17,32,22,0,2,21,21,11,10,16,27,0,25,19,14,26,24,4,14,15,48,57,1,8,2,3,1,1,52,49,54,44,51,51,20,18,0,3,2,0,0,10,10,10,0,3,2,4,4,50,13,4,7,19,65,50,184
436,22,53,0,57,7,18,11,5,1,52,1,32,7,4,4,3,5,5,22,0,3,49,33,47,40,20,60,12,12,44,0,47,24,21,0,21,14,1,0,30,0,53,31,48,30,0,45,43,0,0,15,48,57,1,0,2,7,2,61,46,49,54,44,51,51,20,61,2,4,3,0,0,10,10,10,0,3,4,4,4,0,2,4,8,19,43,50,301
437,17,40,6,7,7,2,0,58,0,55,0,50,7,4,1,0,5,5,19,10,31,47,33,37,35,36,44,0,12,41,53,17,34,10,0,20,25,17,1,19,15,1,0,2,30,0,45,43,0,14,3,27,24,45,0,1,0,5,1,52,21,54,22,50,51,13,36,10,0,0,0,0,10,10,10,0,2,3,4,1,17,0,4,7,22,63,38,26
438,19,29,5,35,3,13,6,42,2,33,2,50,7,4,1,2,4,5,12,0,49,49,33,1,18,69,32,0,15,22,33,12,8,21,26,1,0,0,11,2,21,1,0,2,3,11,1,2,15,14,3,17,5,1,0,2,7,1,49,52,5,28,23,36,20,13,0,13,2,1,2,69,5,6,8,2,3,2,3,2,5,12,5,7,8,14,15,16
439,20,22,5,25,7,8,2,57,74,42,2,1,9,6,3,1,3,1,31,0,49,49,33,24,33,36,44,10,25,29,53,1,34,21,15,35,0,0,11,14,10,0,0,1,19,14,34,0,4,14,3,31,24,7,37,1,0,5,43,52,49,54,44,51,51,20,0,21,3,2,54,48,5,5,1,13,4,1,4,4,50,8,6,8,54,63,50,283
440,16,33,6,10,6,33,71,58,0,55,0,50,1,1,3,1,3,4,19,0,49,49,33,47,40,69,39,0,12,45,0,12,58,21,2,8,21,12,12,18,18,36,1,24,19,14,26,24,26,15,3,39,43,44,21,2,7,2,76,52,49,54,44,51,51,20,41,22,0,0,0,0,10,10,10,0,1,2,3,3,9,8,1,8,22,14,50,47
441,1,33,0,39,7,17,17,14,1,5,69,5,9,6,4,3,5,5,22,0,6,47,5,24,28,83,27,0,15,44,53,23,69,22,0,10,10,17,2,6,24,37,0,33,1,23,37,36,20,2,3,44,54,45,31,2,7,0,64,52,36,20,33,50,51,2,23,22,2,1,7,0,10,10,10,0,3,4,4,4,44,11,4,9,19,28,48,243
