hhmem_size,landuseha,yrs_grow,lead_vill,cocoa_produce_kg,cocoa_produce_main_kg,cocoa_produce_light_kg,cocoa_sell_kg,shade_why1,hhgroup_m18,hhgroup_f18,hhgroup_m17,hhgroup_f17,cocoa_price_kg,screen_sharecrop,region,district,vill,village,region.1,community_type,ethnicity,religion,hhgroup_m18.1,hhgroup_f18.1,hhgroup_m17.1,hhgroup_f17.1,femhead,econstatus,cocoa_variety_1,cocoa_variety_2,cocoa_variety_3,cocoa_variety_4,cocoa_variety_5,farm_rights_1,farm_rights_2,farm_rights_3,farm_rights_4,farm_rights_5,farm_tenure_1,farm_tenure_2,farm_tenure_3,farm_tenure_4,farm_tenure_5,noncocoa_whyno_1,noncocoa_whyno_2,noncocoa_whyno_3,noncocoa_whyno_4,noncocoa_whyno_5,farm_swamp_1,farm_swamp_2,farm_swamp_3,farm_swamp_4,farm_swamp_5,shadetree_num_1,used_fert?,used_fert_lqd?,herbicide_yn,pesticide_yn,fungicide_yn,weeding_yn,pruning_yn,cocoa_intercrop,farm_rights,disease_loss,pest_loss,replant,shadetree_yn,doc_land,noncocoa,cocoa_yn,any_farm_above_1_21,hh_head_age,hh_head_education,hh_head_birthplace,cocoa_yield_ha,cocoa_ages_0_5_weighted,cocoa_ages_6_10_weighted,cocoa_ages_11_19_weighted,cocoa_ages_20_30_weighted,cocoa_ages_31_weighted,age_weighted_total
5,6.0,5,0,640.0,480.0,160.0,480.0,,,,,,1000.0,0,5,51,51021,Amélékia,5,RESTORE,4,1.0,,,,,0,2,4,,,,,9.0,,,,,1,,,,,1 5 11,,,,,2.0,,,,,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,42.0,1.0,1.0,106.66666666666669,12.0,63.0,20.0,5.0,0.0,100.0
2,31.0,6,0,4500.0,3600.0,900.0,3600.0,,,,,,900.0,0,5,51,51021,Amélékia,5,RESTORE,4,1.0,,,,,0,2,5,5,,,,9.0,9.0,,,,1,1.0,,,,,97,,,,3.0,3.0,,,,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,59.0,5.0,1.0,145.16129032258064,0.0,0.0,92.3076923076923,7.6923076923076925,0.0,100.0
8,1.0,6,7,2080.0,1105.0,975.0,650.0,1.0,,,,,15.384614944458008,0,5,51,51021,Amélékia,5,RESTORE,4,1.0,,,,,0,5,5,,,,,1.0,,,,,1,,,,,,,,,,0.0,,,,,18,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,52.0,1.0,1.0,2080.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5.0,2,0,540.0,480.0,60.0,480.0,5.0,,,,,800.0,0,5,51,51021,Amélékia,5,RESTORE,4,1.0,,,,,1,4,1 2,,,,,10.0,,,,,1,4.0,,,,,97,,,,0.0,0.0,,,,2,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,49.0,1.0,1.0,108.0,0.0,0.0,0.0,100.0,0.0,100.0
7,4.0,6,0,210.0,140.0,70.0,140.0,3.0,,,,,1000.0,0,5,51,51022,Anékouadiokro,5,RESTORE,1,4.0,,,,,1,5,4 5,,,,,10.0,,,,,1,,,,,,,,,,2.0,,,,,3,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,66.0,,0.0,52.5,0.0,0.0,0.0,100.0,0.0,100.0
11,3.5,4,0,160.0,80.0,80.0,80.0,1.0,,,,,1000.0,0,5,51,51022,Anékouadiokro,5,RESTORE,1,1.0,,,,,1,2,5,,,,,1.0,,,,,1,,,,,,,,,,0.0,,,,,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,52.0,,0.0,45.71428571428572,0.0,0.0,100.0,0.0,0.0,100.0
7,4.0,3,0,1330.0,1190.0,140.0,1190.0,2.0,,,,,800.0,0,5,51,51022,Anékouadiokro,5,RESTORE,97,2.0,,,,,0,2,5,,,,,8.0,,,,,1,1.0,,,,,97,,,,3.0,2.0,,,,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,41.0,,0.0,332.5,0.0,0.0,100.0,0.0,0.0,100.0
5,1.0,5,13,100.0,50.0,50.0,50.0,4.0,,,,,1000.0,0,5,51,51022,Anékouadiokro,5,RESTORE,1,4.0,,,,,0,3,4,,,,,10.0,,,,,1,,,,,11,,,,,3.0,,,,,2,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,65.0,1.0,1.0,100.0,0.0,0.0,60.0,40.0,0.0,100.0
15,11.5,6,0,2600.0,2000.0,600.0,,3.0,5.0,7.0,4.0,4.0,,0,5,51,51022,Anékouadiokro,5,RESTORE,0,2.0,5.0,7.0,4.0,4.0,0,5,4 5,4 5,,,,8.0,8.0,,,,1,1.0,,,,,,,,,2.0,2.0,,,,3,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,70.0,,0.0,226.08695652173915,0.0,3.260869565217391,16.304347826086957,34.78260869565217,45.65217391304348,100.0
10,6.0,6,7,750.0,600.0,150.0,600.0,2.0,,,,,13.333333015441896,0,5,51,51022,Anékouadiokro,5,RESTORE,0,2.0,,,,,0,5,5,,,,,9.0,,,,,1,,,,,,,,,,0.0,,,,,2,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,48.0,,0.0,125.0,20.0,20.0,20.0,20.0,20.0,100.0
7,2.5,6,0,654.5,423.5,231.0,423.5,2.0,,,,,1000.0,0,5,51,51022,Anékouadiokro,5,RESTORE,1,4.0,,,,,0,4,5,,,,,1.0,,,,,1,,,,,,,,,,3.0,,,,,3,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,43.0,3.0,0.0,261.8,15.0,40.0,25.0,20.0,0.0,100.0
9,26.0,4,13,1050.0,560.0,490.0,560.0,6.0,,,,,12.857142448425291,1,5,51,51022,Anékouadiokro,5,RESTORE,2,1.0,,,,,0,7,4 5,5,,,,9.0,9.0,11.0,,,1,1.0,1.0,,,,,9,,,0.0,2.0,0.0,,,2,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,72.0,2.0,1.0,40.38461538461539,6.624203821656051,26.987261146496817,38.07643312101911,28.312101910828027,0.0,100.0
7,4.5,3,6,600.0,450.0,150.0,450.0,1.0,,,,,1000.0,0,5,51,51022,Anékouadiokro,5,RESTORE,1,2.0,,,,,0,5,4,,,,,10.0,10.0,,,,1,1.0,1.0,,,,,,,,3.0,0.0,2.0,,,4,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,44.0,,1.0,133.33333333333334,30.0,0.0,0.0,70.0,0.0,100.0
8,3.0,5,6,280.0,175.0,105.0,175.0,1.0,,,,,900.0,0,5,51,51022,Anékouadiokro,5,RESTORE,1,4.0,,,,,0,5,4 5,,,,,1.0,,,,,1,,,,,,,,,,0.0,,,,,4,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,57.0,,1.0,93.33333333333331,0.0,25.0,25.0,50.0,0.0,100.0
7,4.5,4,0,375.0,225.0,150.0,225.0,2.0,,,,,13.333333015441896,0,5,51,51022,Anékouadiokro,5,RESTORE,1,2.0,,,,,0,3,5,,,,,97.0,,,,,1,,,,,,,,,,0.0,,,,,6,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,65.0,,1.0,83.33333333333333,0.0,20.0,80.0,0.0,0.0,100.0
2,1.5,6,0,280.0,280.0,0.0,280.0,2.0,,,,,1000.0,0,5,51,51022,Anékouadiokro,5,RESTORE,1,2.0,,,,,0,2,5,,,,,1.0,,,,,1,,,,,,,,,,2.0,,,,,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,52.0,,0.0,186.66666666666663,0.0,0.0,0.0,100.0,0.0,100.0
5,4.0,6,7,400.0,300.0,100.0,,3.0,,,,,,0,5,51,51022,Anékouadiokro,5,RESTORE,0,2.0,,,,,0,6,5,,,,,8.0,,,,,1,1.0,,,,,5,,,,2.0,2.0,,,,6,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,68.0,,0.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0
7,2.5,6,0,210.0,210.0,0.0,210.0,97.0,,,,,14.285714149475098,0,5,51,51022,Anékouadiokro,5,RESTORE,4,1.0,,,,,0,1,4 5,,,,,9.0,,,,,1,,,,,,,,,,0.0,,,,,4,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,45.0,,0.0,84.0,0.0,20.0,30.0,50.0,0.0,100.0
8,5.0,3,7,406.0,236.0,170.0,,3.0,,,,,,0,5,51,51022,Anékouadiokro,5,RESTORE,1,2.0,,,,,0,7,5,,,,,10.0,,,,,1,,,,,,,,,,2.0,,,,,5,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,56.0,,0.0,81.2,5.0,0.0,95.0,0.0,0.0,100.0
12,5.0,4,6,280.0,210.0,70.0,210.0,3.0,,,,,1000.0,0,7,70,71003,Anougbakro,7,RESTORE,0,2.0,,,,,0,4,5,,,,,7.0,7.0,,,,1,1.0,,,,,,,,,2.0,2.0,,,,5,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,77.0,,0.0,56.0,0.0,0.0,0.0,100.0,0.0,100.0
5,7.0,6,0,539.0,308.0,231.0,308.0,3.0,,,,,1000.0,0,7,70,71003,Anougbakro,7,RESTORE,4,1.0,,,,,1,5,4 5,,,,,11.0,,,,,1,,,,,,,,,,2.0,,,,,4,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,59.0,,1.0,77.0,0.0,0.0,50.0,0.0,50.0,100.0
8,7.0,4,97,1260.0,700.0,560.0,700.0,1.0,,,,,900.0,1,7,70,71003,Anougbakro,7,RESTORE,0,2.0,,,,,0,3,5,5,5,,,4.0,,,,,1,2.0,2.0,,,,,,,,2.0,0.0,0.0,,,2,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,57.0,,1.0,180.0,35.95744680851064,43.98176291793313,20.060790273556233,0.0,0.0,100.00000000000001
12,10.5,6,0,350.0,245.0,105.0,245.0,1.0,,,,,900.0,0,7,70,71003,Anougbakro,7,RESTORE,4,3.0,,,,,0,1,5,,,,,9.0,9.0,9.0,9.0,,1,1.0,1.0,1.0,,,,97,97,,0.0,0.0,2.0,0.0,,3,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,55.0,1.0,1.0,33.333333333333336,20.0,0.0,0.0,0.0,80.0,100.0
6,9.0,6,7,770.0,560.0,210.0,560.0,1.0,,,,,900.0,0,7,70,71003,Anougbakro,7,RESTORE,4,1.0,,,,,0,4,5,5,,,,10.0,10.0,,,,1,1.0,,,,,,,,,0.0,2.0,,,,9,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,57.0,1.0,1.0,85.55555555555556,35.0,12.5,0.0,0.0,52.5,100.0
11,7.0,6,0,480.0,400.0,80.0,400.0,1.0,,,,,875.0,0,7,70,71003,Anougbakro,7,RESTORE,0,2.0,,,,,0,1,5,5,5,,,10.0,10.0,11.0,,,1,1.0,1.0,,,,,,,,0.0,3.0,0.0,,,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,61.0,,0.0,68.57142857142857,0.0,0.0,5.714285714285714,94.28571428571428,0.0,99.99999999999999
8,3.0,2,0,560.0,210.0,350.0,210.0,2.0,,,,,1000.0,0,7,71,71003,Anougbakro,7,RESTORE,0,2.0,,,,,0,5,4,,,,,,,,,,2,,,,,,,,,,0.0,,,,,3,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,61.0,,0.0,186.66666666666663,0.0,100.0,0.0,0.0,0.0,100.0
4,4.0,5,6,350.0,210.0,140.0,210.0,3.0,,,,,1000.0,0,7,70,71003,Anougbakro,7,RESTORE,0,2.0,,,,,0,6,5,,,,,10.0,8.0,,,,1,1.0,,,,,97,,,,2.0,2.0,,,,5,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,50.0,3.0,1.0,87.5,5.0,0.0,0.0,95.0,0.0,100.0
6,4.5,4,97,552.5,340.0,212.5,340.0,1.0,,,,,900.0,0,7,70,71003,Anougbakro,7,RESTORE,0,2.0,,,,,0,5,5,,,,,10.0,97.0,,,,1,1.0,,,,,97,,,,0.0,0.0,,,,6,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,39.0,1.0,1.0,122.77777777777776,10.0,0.0,90.0,0.0,0.0,100.0
2,5.5,2,0,400.0,240.0,160.0,240.0,,,,,,12.5,1,7,70,71003,Anougbakro,7,RESTORE,4,1.0,,,,,0,4,4,4,,,,10.0,10.0,,,,1,1.0,,,,97,,,,,0.0,3.0,,,,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,55.0,3.0,1.0,72.72727272727273,0.0,0.0,0.0,0.0,0.0,0.0
6,12.0,6,13,1224.0,792.0,432.0,792.0,2.0,,,,,1000.0,0,7,70,71003,Anougbakro,7,RESTORE,4,4.0,,,,,0,5,5,,,,,1.0,,,,,1,,,,,,,,,,0.0,,,,,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,72.0,2.0,1.0,102.0,20.0,40.0,10.0,15.0,15.0,100.0
6,6.5,6,0,1260.0,1050.0,210.0,1050.0,2.0,,,,,12.857142448425291,0,7,70,71003,Anougbakro,7,RESTORE,97,2.0,,,,,0,5,3 4 5,4,,,,10.0,11.0,,,,1,1.0,,,,,,,,,0.0,0.0,,,,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,60.0,1.0,1.0,193.84615384615384,20.0,20.0,10.0,50.0,0.0,100.0
4,3.5,3,0,2170.0,1960.0,210.0,1960.0,1.0,,,,,900.0,0,5,51,51017,Appoisso,5,RESTORE,0,2.0,,,,,0,5,5,,,,,10.0,,,,,1,,,,,,,,,,0.0,,,,,4,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,45.0,6.0,1.0,620.0,0.0,0.0,100.0,0.0,0.0,100.0
6,22.0,2,0,5145.0,4700.0,445.0,,3.0,,,,,,0,5,51,51017,Appoisso,5,RESTORE,4,1.0,,,,,1,6,5,,,,,10.0,,,,,1,,,,,,,,,,2.0,,,,,4,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,66.0,3.0,0.0,233.8636363636364,0.0,100.0,0.0,0.0,0.0,100.0
11,8.5,5,0,1080.0,900.0,180.0,900.0,1.0,,,,,1000.0,0,5,51,51017,Appoisso,5,RESTORE,0,2.0,,,,,0,5,5,4 5,,,,10.0,10.0,,,,1,1.0,,,,,,,,,3.0,3.0,,,,3,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,46.0,1.0,0.0,127.05882352941175,0.0,16.447368421052634,33.55263157894737,50.0,0.0,100.0
8,6.0,6,0,2070.0,900.0,1170.0,900.0,3.0,,,,,11.11111068725586,0,5,51,51017,Appoisso,5,RESTORE,0,1.0,,,,,0,7,4 5,4 5,,,,8.0,7.0,,,,4,4.0,,,,,,,,,0.0,0.0,,,,2,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,45.0,,0.0,345.0,0.0,10.0,43.333333333333336,46.666666666666664,0.0,100.0
2,1.5,4,0,280.0,240.0,40.0,240.0,3.0,,,,,12.5,0,5,51,51017,Appoisso,5,RESTORE,0,2.0,,,,,0,3,4,,,,,10.0,,,,,4,,,,,,,,,,0.0,,,,,2,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,40.0,,1.0,186.66666666666663,20.0,20.0,20.0,40.0,0.0,100.0
5,6.0,4,1,280.0,210.0,70.0,210.0,6.0,,,,,14.285714149475098,0,5,51,51029,Assakro,5,RESTORE,0,2.0,,,,,1,5,4,,,,,8.0,,,,,4,,,,,,,,,,2.0,,,,,3,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,51.0,,0.0,46.66666666666666,0.0,0.0,100.0,0.0,0.0,100.0
4,5.0,6,0,1760.0,1600.0,160.0,1600.0,1.0,,,,,1000.0,0,5,51,51029,Assakro,5,RESTORE,0,2.0,,,,,0,2,4,4,3 4,,,8.0,8.0,8.0,,,4,4.0,4.0,,,,,,,,0.0,2.0,0.0,,,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,56.0,,0.0,352.0,3.4129692832764507,65.18771331058021,0.0,0.0,31.399317406143346,100.0
5,1.2300000190734863,3,0,1040.0,560.0,480.0,560.0,1.0,,,,,1000.0,0,5,51,51029,Assakro,5,RESTORE,0,2.0,,,,,0,6,5,,,,,6.0,,,,,4,1.0,,,,,97,,,,2.0,2.0,,,,6,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,43.0,1.0,0.0,845.5284421730283,0.0,10.0,90.0,0.0,0.0,100.0
7,2.75,5,0,650.0,500.0,150.0,500.0,1.0,,,,,1000.0,0,5,51,51029,Assakro,5,RESTORE,0,2.0,,,,,0,5,4 5,4 5,,,,4.0,4.0,4.0,,,4,4.0,4.0,,,,,,,,0.0,2.0,2.0,,,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,60.0,,0.0,236.3636363636364,10.476190476190476,70.0,19.523809523809526,0.0,0.0,100.0
8,2.5,5,0,400.0,240.0,160.0,240.0,1.0,,,,,1000.0,0,5,51,51029,Assakro,5,RESTORE,0,2.0,,,,,0,3,4,,,,,8.0,5.0,,,,4,4.0,,,,,11,,,,0.0,2.0,,,,2,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,48.0,1.0,0.0,160.0,0.0,100.0,0.0,0.0,0.0,100.0
3,2.0,4,0,1200.0,960.0,240.0,960.0,1.0,,,,,1000.0,0,5,51,51029,Assakro,5,RESTORE,0,2.0,,,,,0,2,4 5,,,,,,,,,,4,,,,,,,,,,0.0,,,,,2,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,57.0,1.0,0.0,600.0,10.0,30.0,60.0,0.0,0.0,100.0
10,15.5,6,0,6000.0,4000.0,2000.0,,1.0,,,,,,0,5,51,51029,Assakro,5,RESTORE,0,2.0,,,,,0,4,5,5,5,,,10.0,6.0,10.0,10.0,10.0,4,4.0,4.0,4.0,4.0,,,,11,11,0.0,0.0,0.0,2.0,2.0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,36.0,,1.0,387.0967741935484,57.57575757575758,0.0,9.090909090909092,33.33333333333333,0.0,100.0
8,6.0,4,0,960.0,720.0,240.0,720.0,1.0,,,,,1000.0,0,5,51,51029,Assakro,5,RESTORE,0,1.0,,,,,0,2,5,5,,,,,,,,,4,4.0,,,,,,,,,2.0,2.0,,,,6,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,58.0,,0.0,160.0,1.6666666666666667,25.0,73.33333333333333,0.0,0.0,100.0
6,6.0,3,0,700.0,490.0,210.0,490.0,4.0,,,,,1000.0,0,5,51,51029,Assakro,5,RESTORE,4,3.0,,,,,0,5,5,4,,,,,,,,,1,1.0,,,,,,,,,2.0,2.0,,,,3,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,42.0,1.0,0.0,116.66666666666669,25.0,61.66666666666667,13.333333333333334,0.0,0.0,100.0
11,16.0,6,0,5915.0,4940.0,975.0,4940.0,1.0,,,,,1000.0,0,5,51,51029,Assakro,5,RESTORE,0,2.0,,,,,0,8,3,,,,,8.0,8.0,,,,4,4.0,,,,,,,,,2.0,2.0,,,,7,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,56.0,,0.0,369.6875,0.0,0.0,0.0,100.0,0.0,100.0
2,13.0,6,1,3100.0,2500.0,600.0,,6.0,,,,,,0,5,51,51029,Assakro,5,RESTORE,4,2.0,,,,,0,5,4,,,,,5.0,5.0,,,,1,1.0,,,,,,,,,2.0,2.0,,,,2,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,71.0,,0.0,238.46153846153845,10.0,5.0,0.0,0.0,85.0,100.0
2,6.0,6,9,450.0,300.0,150.0,300.0,2.0,,,,,900.0,0,5,51,51030,Assémanou,5,RESTORE,4,1.0,,,,,1,6,97,,,,,9.0,9.0,,,,1,1.0,,,,10,6,,,,2.0,2.0,,,,10,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,74.0,,1.0,75.0,0.0,0.0,0.0,100.0,0.0,100.0
5,7.0,2,0,1190.0,490.0,700.0,490.0,1.0,,,,,900.0,0,5,51,51030,Assémanou,5,RESTORE,0,2.0,,,,,0,5,4 5,,,,,,2.0,,,,4,1.0,,,,,97,,,,0.0,0.0,,,,3,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,51.0,,0.0,170.0,0.0,100.0,0.0,0.0,0.0,100.0
6,2.5,6,1,175.0,105.0,70.0,,6.0,,,,,,0,5,51,51030,Assémanou,5,RESTORE,0,2.0,,,,,0,5,97,,,,,8.0,,,,,1,,,,,,,,,,2.0,,,,,2,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,69.0,,0.0,70.0,0.0,0.0,0.0,100.0,0.0,100.0
5,9.0,6,0,360.0,240.0,120.0,240.0,2.0,,,,,900.0,0,5,51,51030,Assémanou,5,RESTORE,0,2.0,,,,,0,5,5,,,,,10.0,10.0,,,,4,4.0,,,,4,,,,,2.0,2.0,,,,7,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,53.0,,1.0,40.0,0.0,0.0,0.0,0.0,100.0,100.0
7,0.0,4,97,240.0,240.0,0.0,240.0,1.0,,,,,900.0,0,5,51,51030,Assémanou,5,RESTORE,97,2.0,,,,,0,1,5,5,,,,3.0,1.0,,,,1,1.0,,,,,3,,,,0.0,0.0,,,,4,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,70.0,,0.0,,0.0,0.0,18.0,82.0,0.0,100.0
10,10.0,5,0,1300.0,800.0,500.0,,1.0,,,,,,0,5,51,51030,Assémanou,5,RESTORE,4,2.0,,,,,0,5,,4,,,,9.0,9.0,,,,1,1.0,,,,97,,,,,0.0,0.0,,,,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,44.0,1.0,1.0,130.0,0.0,100.0,0.0,0.0,0.0,100.0
6,3.5,5,0,315.0,245.0,70.0,245.0,2.0,,,,,900.0,0,5,51,51030,Assémanou,5,RESTORE,0,2.0,,,,,0,3,5,,,,,1.0,1.0,,,,1,1.0,,,,,,,,,0.0,0.0,,,,4,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,41.0,,1.0,90.0,0.0,20.0,0.0,80.0,0.0,100.0
7,0.0,4,0,600.0,500.0,100.0,,,,,,,,0,5,51,51030,Assémanou,5,RESTORE,97,2.0,,,,,0,1,5,,,,,,,,,,4,,,,,,,,,,0.0,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,50.0,,1.0,,0.0,0.0,0.0,40.0,60.0,100.0
5,6.0,6,0,240.0,180.0,60.0,180.0,2.0,,,,,1000.0,0,5,51,51030,Assémanou,5,RESTORE,0,2.0,,,,,0,5,4,,,,,10.0,10.0,,,,1,1.0,,,,,,,,,0.0,2.0,,,,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,60.0,,0.0,40.0,0.0,0.0,0.0,0.0,100.0,100.0
8,2.5,5,7,682.5,520.0,162.5,520.0,2.0,,,,,750.0,0,5,51,51030,Assémanou,5,RESTORE,0,2.0,,,,,0,8,4,,,,,8.0,,,,,4,,,,,,,,,,0.0,,,,,2,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,72.0,,0.0,273.0,0.0,0.0,0.0,100.0,0.0,100.0
6,3.0,3,1,700.0,420.0,280.0,420.0,6.0,,,,,1000.0,0,5,51,51030,Assémanou,5,RESTORE,0,2.0,,,,,0,5,4,,,,,4.0,,,,,4,,,,,,,,,,2.0,,,,,8,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,54.0,,0.0,233.33333333333331,0.0,0.0,100.0,0.0,0.0,100.0
10,3.0,6,97,80.0,45.0,35.0,,6.0,,,,,,0,7,71,71007,Bassadzin,7,RESTORE,4,1.0,,,,,1,5,97,,,,,10.0,,,,,1,,,,,,,,,,0.0,,,,,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,46.0,3.0,1.0,26.666666666666668,0.0,0.0,0.0,0.0,100.0,100.0
6,0.5,4,0,70.0,70.0,0.0,70.0,97.0,,,,,1000.0,0,7,71,71007,Bassadzin,7,RESTORE,4,1.0,,,,,1,6,97,,,,,10.0,,,,,1,,,,,97,,,,,0.0,,,,,2,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,61.0,1.0,0.0,140.0,0.0,0.0,0.0,100.0,0.0,100.0
6,4.0,6,10,478.0,458.0,20.0,,1.0,,,,,,0,7,71,71007,Bassadzin,7,RESTORE,4,1.0,,,,,0,3,4,,,,,1.0,,,,,1,,,,,,,,,,2.0,,,,,4,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,64.0,1.0,1.0,119.5,25.0,0.0,25.0,50.0,0.0,100.0
8,1.5,2,97,27.0,17.0,10.0,,,,,,,,0,7,71,71005,Biasso,7,RESTORE,4,1.0,,,,,1,5,97,,,,,10.0,10.0,,,,1,1.0,,,,2,,,,,0.0,0.0,,,,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,55.0,3.0,1.0,18.0,0.0,100.0,0.0,0.0,0.0,100.0
10,4.5,5,0,643.0,500.0,143.0,,1.0,,,,,,0,7,71,71005,Biasso,7,RESTORE,4,1.0,,,,,0,1,5,,,,,10.0,10.0,10.0,,,1,1.0,1.0,,,,97,97,,,0.0,0.0,0.0,,,4,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,32.0,6.0,1.0,142.88888888888889,0.0,0.0,15.0,85.0,0.0,100.0
7,2.5,5,97,262.5,225.0,37.5,225.0,97.0,,,,,13.333333015441896,0,7,71,71005,Biasso,7,RESTORE,4,3.0,,,,,0,1,5,,,,,10.0,10.0,10.0,,,1,1.0,1.0,,,2 11,97,97,,,0.0,0.0,0.0,,,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,48.0,1.0,1.0,105.0,0.0,0.0,0.0,100.0,0.0,100.0
9,2.0,6,0,200.0,200.0,0.0,200.0,1.0,,,,,1000.0,0,7,76,71004,Bokakokoré,7,RESTORE,4,1.0,,,,,1,2,5,,,,,10.0,,,,,1,,,,,,,,,,2.0,,,,,5,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,72.0,,1.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0
4,2.5,4,0,350.0,210.0,140.0,210.0,1.0,,,,,1000.0,0,7,76,71004,Bokakokoré,7,RESTORE,4,1.0,,,,,1,1,5,5,,,,,,,,,1,1.0,,,,,,,,,2.0,0.0,,,,2,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,32.0,1.0,1.0,140.0,0.0,13.0,31.0,56.00000000000001,0.0,100.0
6,1.0,4,13,245.0,175.0,70.0,175.0,1.0,,,,,850.0,0,7,76,71004,Bokakokoré,7,RESTORE,4,1.0,,,,,1,3,5,,,,,,,,,,1,,,,,,,,,,2.0,,,,,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,42.0,,1.0,245.0,0.0,20.0,35.0,45.0,0.0,100.0
5,2.5,3,6,425.0,340.0,85.0,340.0,1.0,,,,,1000.0,0,7,76,71004,Bokakokoré,7,RESTORE,4,1.0,,,,,1,5,4,4 5,,,,10.0,9.0,,,,1,1.0,,,,,97,,,,0.0,0.0,,,,2,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,46.0,1.0,1.0,170.0,16.25,16.25,67.5,0.0,0.0,100.0
